Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
SPTN,SpartanNash Company,34616400,-20.46506253,7.97287975,9643100000,-21.10838971,6.66695634,1497475000,15.52897927,-1.79087739,-7.47716239,181836000,0.73133121,187200,-53.68492884,0.9502,72.03382287,-52.84995577,34114000,0.35376591,4.22909183,1.33791193,-1.34376189,9.4167465,832119000,806215841.7242728,,-84.00792874,0.13553733,2.25038235,2.51304464,1.80091294,0.583892,1.74562239,5.19537884,2.64832244,0.75835009,Distribution Services
ENR,"Energizer Holdings, Inc.",71485200,2.23651513,0.94654973,3050100000,5.32132624,-9.79692412,1061599999.9999998,34.80541622,-2.80728376,-16.65902491,549400000,13.89134782,-20.61538462,-259.95347291,-3.3691,-20.5,-243.87818521,-231500000,-7.58991508,-8.69495756,1.55770965,-1.05313818,1.44797647,3495100000,2308257343.6269965,73.5,-179.70383275,-2.99990164,2.2190746,2.8357703,3.06900527,1.131091,-4.99809036,-72.63726373,-6.23607444,1.10590828,Consumer Non-Durables
SNDA,"Sonida Senior Living, Inc.",7777850,1.258196,1.58275036,238433000,-1.41937023,-28.37110589,28350000,11.89013266,0.24038462,116.66271628,18729000,-12.29150327,-176.39805614,-124.45614192,-9.2735,-158.25502075,-145.58450155,-54401000,-22.81605315,-9.2353051,-1.0155743,0.02248873,-1.84970388,636017000,70778401.63333334,9.12844037,0.57609341,-16.14122206,2.24719101,3.56930826,2.99117847,-2.01,-3.23786813,,-3.93587097,,Health Services
SAM,"Boston Beer Company, Inc. (The)",10167700,47.14731707,1.58979638,2090333999.9999995,76.12712158,4.3520051,897853000,42.95260949,897.60986893,56.88188334,210687000,6.03023249,,364.52743121,5.4359,,362.19336219,67263000,3.21781112,1.35443166,7.18451887,-4.26662559,-13.85342423,49722000,4540001132.16634,,,5.54356385,2.91777918,2.83339969,4.10523404,4.072069,4.36916145,6.09489275,5.84668345,1.37503187,Consumer Non-Durables
FINW,FinWise Bancorp,12719800,19.66053748,14.11478855,86887000,,,,,,,,39.62387929,20.6682742,-42.97851533,1.8658,18.98535565,-16.37754588,24922000,28.68323224,6.0686099,12.05654998,-0.28312571,598.47619048,7044000,110852822.44315545,-37.60386473,-33.15536777,20.02946356,1.85399768,3.88145026,3.0257024,0.24,4.29241933,13.30431498,12.67447798,,Finance
LESL,"Leslie's, Inc.",184005000,187.01349345,16.32290007,1562120000,253.51412112,13.20334028,673741000,43.12991319,,14.38010847,180167000,15.28397306,,28.17704426,0.8543,,25.58159736,159029000,10.18033186,6.9364335,-2.21839189,-10.35695106,1.25091965,1068329999.9999998,1017547300.2047534,,-73.29652345,2.23529562,6.50095602,6.60300718,6.16746283,0.165263,6.09426122,,9.14041876,0.31762751,Retail Trade
MASI,Masimo Corporation,52818100,-19.4159292,64.28963978,2035800000,-22.33146067,30.98335245,1058800000,52.00903822,-15.1326053,16.2716146,304400000,11.13075941,-26.2835249,-34.70474468,2.5996,-26.29107981,-37.51279137,143500000,7.04882601,70.14218261,-3.34777724,-2.17412886,3049.93417225,985400000,4189529523.488657,,-109.78052338,-1.14942529,4.02619693,4.18135447,4.38308068,0.586675,3.87790299,9.22341697,5.24076756,1.16383983,Health Technology
EOG,"EOG Resources, Inc.",582261000,-2.1075192,49.71937099,29610000000,-10.29581252,82.88003611,16205000000,54.72813239,-6.11486486,57.41508602,14131000000,47.45018575,-22.83898674,65.50968534,13.2181,-23.23282254,66.3593482,7759000000,26.20398514,8.1990794,1.1261426,-0.59894586,0.86338243,4149000000,79053559336.91133,-53.64806867,23.3151184,20.5775076,1.46949681,2.56730604,1.68552494,2.960766,21.86974104,35.85414565,31.00893906,2.02385419,Energy Minerals
BWV,"Blue Water Biotech, Inc.",15879230,,,0,8.01733478,-38.07770961,-6752,,12.25451665,-294.86379248,-14251690,,15.13282732,-200.84676318,-1.1014,11.53790098,-292.69881141,-13419830,,752.93456699,-14.47465336,,,0,6605756.50060753,-58.7843868,-325.58744184,,18.05263158,13.3849257,19.06380564,-0.19,-67.86221294,-78.37021915,-78.37021915,7.87087106,Health Technology
CNC,Centene Corporation,541479000,-3.29399059,14.73623216,144547000000,,,,,,,,2.66971988,-5.7687595,-9.46473193,2.0652,-6.37168142,-10.76466221,1202000000,0.83156344,-1.53209629,-0.1554554,-1.33080726,-5.8602886,21353000000,39476541632.99742,-42.35905045,59.5447648,3.63687935,2.08988607,2.14184729,2.30789028,1.55018,3.31029266,10.44264819,5.72658864,,Health Services
CTRA,Coterra Energy Inc.,755046000,-26.96766321,159.23705722,9514000000,-57.28395062,195.04132231,6069000000,63.79020391,-38.1981982,185.26682135,5488000000,60.35316376,-68.85880077,121.56477724,5.0776,-69.12850812,251.03626943,4065000000,42.7265083,0.45885139,-1.29102736,-0.65942591,-24.94946578,2561000000,22439952926.17279,-95.14851485,298.93503727,39.37355476,1.66101695,2.40474431,1.44997863,0.442487,15.36791196,25.04322651,20.40228002,1.67375133,Energy Minerals
GPOR,Gulfport Energy Corporation,18678600,-41.12640163,55.09488575,2330859000,-88.84856377,94.99241987,1578177000,67.70795659,-60.42041431,84.69332361,1259196000,66.19332186,-81.77356923,212.88820355,20.2908,-81.76808987,202.75395361,418300000,17.94617349,17.14675749,1.131121,16.75272128,1.06551815,668867000,2379471690.008253,-126.29063373,78.74268611,11.93967546,2.03100159,3.39755051,2.70320806,2.375714,45.63185228,135.33439203,75.20379297,0.69079857,Energy Minerals
FHLT,Future Health ESG Corp.,6591537,,,0,,,0,,55.6821384,-1185.3390283,-1512390,,,,0.0025,,,59807,,-91.48294847,-1.22093773,,,0,70292152.23582937,-126.686884,-415.31967213,,1.06901725,0.05462988,0,,0.89529331,0.98340717,0.98340717,0.32174038,Finance
LOAN,"Manhattan Bridge Capital, Inc",11461600,0.06547691,25.89751009,8570964,0.02916621,25.97881494,8564157,99.9205807,5.05390871,28.7090262,7438500,81.87192246,13.04744526,7.87532715,0.4534,12.86429001,17.82398987,5211738,60.80690573,13.50225011,-2.62111979,-6.65024138,43.29544049,26725894,53067140,10.27600849,11.50005327,59.83340964,4.8245614,2.96398149,3.08202529,0.12,7.16689704,11.87442662,7.40263006,,Finance
WTM,"White Mountains Insurance Group, Ltd.",2560450,-28.85880805,88.46028646,1157900000,,,,,,,,-9.4222299,-89.05408521,66.06778746,-32.8002,-89.11449521,68.13337917,-92700000,-9.4222299,4.76161105,4.30533938,1.7616394,68.26839827,566100000,3993127426.943361,0.69124424,341.95519348,37.48164781,1.09803922,1.95156777,1.56246501,-12.004438,3.11907101,6.39845421,5.3188316,,Finance
DHC,Diversified Healthcare Trust,239787000,0.05461954,-7.20395717,1283566000,-73.25773196,-419.62109626,-64783999.9999999,-5.04718885,-24.86878119,-39.36682273,169337000,-9.30875389,-37.74354327,-109.02645214,-0.0662,-37.81571651,-109.03876458,-15774000,-1.22892006,-9.38204403,-1.43389574,-0.52244732,-16.52442613,2809834000,446003374,59.51889401,-16.78244998,-26.46844806,10.05434783,8.25774647,8.00415035,-0.21,-4.6378849,-10.26768376,-4.85322432,,Finance
PEP,"PepsiCo, Inc.",1374860000,5.06204363,8.72678311,86403000000,5.12421087,8.43050592,46122000000,53.38009097,-7.36368746,3.3340397,17550000000,13.73331944,12.59568896,17.12827058,6.4239,12.51819505,16.95983198,8910000000,10.31214194,-0.2056789,4.21975685,2.6432223,-2.10250602,44774000000,222851701190.51135,210.14198783,-19.83979402,6.48588591,1.88350842,1.914458,1.8471226,1.719849,8.52819241,43.88216923,15.10623565,0.70701164,Consumer Non-Durables
VALU,"Value Line, Inc.",9430120,0.25725458,-2.04811845,39695000,-2.12404418,5.95087642,19282000,48.57538733,-0.16129032,5.62788398,13024000,28.89532687,20.49122807,-23.46247846,1.9103,20.48103149,-24.14994543,18069000,45.51958685,1.81213736,0.94525314,-5.31984334,-16.82953312,5802000,335683874.101079,20.6296208,-26.33245383,45.71860436,4.43478261,4.15103817,6.90794885,,14.22366658,22.40852179,21.08832664,2.89129783,Consumer Services
ACIC,American Coastal Insurance Corporation,43406500,-23.78924909,-28.22653725,455422000,,,,,,,,-94.78988718,-93.22019743,-709.25404123,-10.9136,-93.18493702,-711.2277491,-469855000,-103.16914861,-21.34627319,-22.29889637,-0.10477144,-2.74239643,149693000,328587063.50467294,-23.54552532,41.41732021,-38.62681206,2.69905533,6.97357537,2.89712572,-0.15,-37.25769771,-225.41808654,-107.4080012,,Finance
RMBL,"RumbleOn, Inc.",16735400,10.51879274,94.05153375,1793368000,17.19470647,182.48089746,429580000,23.95381205,54.82233503,,31469000,3.59413127,20.77174122,-1072.51832349,-16.4774,19.60714708,-2589.07969152,-261512999.99999997,-14.58222741,-1.46809223,-0.0981811,1.12505883,45.17824145,784240000,111287133.27439024,74.84067207,-67.43290825,-5.11746613,8.27922078,7.97029767,8.08897281,-0.41816,-27.24127714,-94.05312271,-37.37540877,0.36301448,Retail Trade
NS,Nustar Energy L.P.,123907000,-3.94371704,3.99894964,1683223000,-8.90371524,6.2050131,572051000,33.98545528,-8.81113747,2.05329507,720330000,27.0276131,-131.98067633,,0.3598,-56.44445703,482.72596468,222747000,13.23336242,-3.54178289,-0.67629842,6.12211676,2.97718929,3396467000,2190059256.732419,-61.21290377,20.78196944,22.98679379,1.65242165,2.59499206,1.6783318,0.308465,6.11821836,22.72031317,6.59445114,0.85998109,Industrial Services
WINA,Winmark Corporation,3485660,-0.78641174,4.08432013,81410800,0.21135758,4.47787823,76713300,94.22988105,6.83359952,4.75052441,54506900,65.85465319,14.65375186,4.7545412,10.9744,15.94708533,-1.23998307,39424900,48.42711286,13.22242463,19.88487992,-1.57008475,47.53009783,75674100,1411448667.6003494,-33.47490069,-9.18147186,53.61721049,4.40889879,2.87695724,2.96810291,,106.69952335,,232.29019446,2.99933915,Retail Trade
LMT,Lockheed Martin Corporation,251831000,1.10824897,-1.58105125,65984000000,-2.00956938,-1.76465037,10410000000,15.77655189,-1.07260726,-3.3170825,10015000000,13.20016974,1.52973479,-4.8412036,21.6629,0.1784652,-9.23198733,5732000000,8.68695441,3.94511824,-0.54757977,-0.88914221,19.96252522,17389000000,112262691614.348,227.75616083,-20.35329264,9.29316198,1.73149554,1.69780512,2.38380408,7.258755,12.81739898,65.59322034,27.89691836,1.16384575,Electronic Technology
WDFC,WD-40 Company,13562800,8.85147435,6.29183236,518820000.00000006,8.74463685,-3.49524574,248962000,47.98619945,14.97035778,-0.24619236,94125000,16.83242743,14.39794906,-3.84985374,4.8976,14.32999088,-4.10853156,67078000,12.92895417,0.95117886,-2.72840118,-12.06354429,23.50266629,144309000,2816460365.468055,299.74991068,-108.18175293,-1.09845418,1.80127264,2.05581852,1.96872922,1.205,14.74653846,31.88532275,20.22720371,1.62139987,Process Industries
WVVI,"Willamette Valley Vineyards, Inc.",4964530,29.09279643,6.7550451,33934081,39.56971398,0.79516554,18814096,55.44306917,,-60.27371707,1752510,-1.61023368,67.91781904,-350.96678235,-0.5062,,-126.43638444,-646492,-1.90514073,7.9987559,0.90784908,0.38402387,34.29004776,20376690,26937533.61638734,,-127.5738843,-50.36959746,2.61490439,2.27032127,2.76508758,,-1.49433531,-2.05461843,-1.69314213,0.56085178,Consumer Non-Durables
HGER,Harbor All-Weather Inflation Focus ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04347826,1.10175417,1.09763092,,,,,,Miscellaneous
WLY,"John Wiley & Sons, Inc.",46185600,-14.27678108,-3.02593273,2019900000,-16.3060413,-4.23574533,1242478000,61.51185702,-50.75652073,-3.51125807,425768000,10.15292836,-237.120092,-88.33002595,0.3058,-234.99941473,-88.38034104,17233000,0.85316105,-7.52254443,-5.8816396,13.62123582,-4.47154904,1020438000,1620236948.7330132,-145.17251569,-20.41436602,11.03198178,2.65302584,2.8907829,3.18486911,0.56,-1.85844031,-5.66428262,-2.81657126,0.63389188,Consumer Services
OPBK,OP Bancorp,15129200,2.81711588,32.35927905,106262000,,,,,,,,43.97056332,-18.35548173,13.79438656,2.1407,-19.13220339,14.36688881,32606000,30.68453445,21.24526129,-0.8704069,41.26881827,-0.42689434,85486000,134498616.28636363,-106.98644421,-6.71205064,22.05209765,1.70842825,1.86698845,1.59214176,0.375,1.45166,16.79037089,13.38094894,,Finance
NJR,NewJersey Resources Corporation,97561900,-60.51829484,37.05187901,2914548000,-103.65341076,31.89844741,397075000,13.6238964,-85.38468633,26.81596311,550149000,13.6238964,-98.61959119,133.37701695,2.8493,-98.61039303,133.20213759,274922000,9.43274909,9.42173729,0.26122383,1.7054408,13.39385134,3177399000,4244919447.9219866,-140.34392763,12.49747802,-6.24981987,2.09594783,2.20368709,1.91236032,0.323045,4.52478219,14.99615428,6.07427776,0.50003289,Utilities
DERM,Journey Medical Corporation,12133890,40.60427413,16.68672981,73669000,63.16793893,38.14492754,42894000,58.22530508,57.08908407,-1.62855011,-28590000,-37.35221056,18.39423753,33.48028025,-1.69,17.49210734,32.65445288,-29628000,-40.21773066,8.09588422,-27.23545429,-47.98191195,194.25223831,13919000,55055843.45762712,,,-18.24240861,6.19256757,11.35721815,8.18329248,-0.155,-42.80763795,-225.40804598,-142.75159236,0.52077193,Health Technology
MFLX,First Trust Flexible Municipal High Income ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71230223,1.67213367,1.4314635,,,,,,Miscellaneous
TXO,"TXO Partners, L.P.",30750000,-65.70254564,104.95835746,449611000,-128.79093237,278.11260235,179180000,39.85222781,-108.30697541,181.99493557,187619000,39.48613357,-103.03797468,-114.25794649,-0.2494,-103.0378599,-114.6126727,-7668000,-1.70547429,11.02423093,-0.67956188,197.18309859,-21.03879027,21100000,615000000,-24.46715692,,16.26072316,1.06114199,3.40249793,1.88576954,0.306667,13.2098951,19.41100216,17.61899349,0.94348482,Energy Minerals
HALL,"Hallmark Financial Services, Inc.",1818480,5.21955261,-29.39664992,159918000,,,,,,,,-75.76945685,69.57482977,-1299.3787943,-59.4664,69.5748812,-1300.68858285,-108110000,-84.37261597,-23.03055558,-7.28564004,-0.05974972,-0.12720848,118758000,3728796.87635468,92.41891298,-499.72048354,-104.62549557,8.67346939,5.64146935,10.67548086,-0.8,-17.68578032,-213.81244426,-67.24191776,,Finance
TWIN,"Twin Disc, Incorporated",13962600,13.76131866,14.01612923,276960000,28.45574877,10.5050341,68049000,24.569974,45.21822411,17.36893948,21447000,4.36489024,217.27133367,-3.91204296,0.7516,221.42857143,-0.83118372,10380000,3.74783362,4.57755774,1.28470507,-24.84811292,-32.29391276,36738000,188984169.77798507,211.92967769,,5.40872328,3.9245478,3.22072072,3.08109304,0.1,3.66941015,7.52458594,5.81181458,0.87692692,Producer Manufacturing
ECBK,"ECB Bancorp, Inc.",9175247,13.01765519,29.46561004,30550000,,,,,,,,11.44353519,58.00376648,-15.34210526,0.3217,58.15760266,-32.7065809,2720000,8.90343699,59.70926422,3.5092011,12.5,1833.33333333,234000000,92670025,34.57142857,-8.72910194,20.19312602,3.799,2.96520223,4.88930278,,0.22905688,1.85316886,0.89052652,,Finance
MDLZ,"Mondelez International, Inc.",1360420000,-7.18961379,9.66573816,31496000000,-6.54534781,2.35570155,10906000000,34.62661925,-14.64566929,-13.46458077,5942000000,12.11582423,-54.56884608,-35.53824921,1.9617,-54.63719366,-36.81395349,2717000000,8.62649225,6.06480653,-1.04553073,-4.36811977,17.21518987,21718000000,87304816569.09348,-35.77777778,-5.47858942,9.53136906,1.67189953,2.10150643,2.06261107,0.785882,5.99830483,14.74411482,8.88917517,0.43311854,Consumer Non-Durables
LFT,"Lument Finance Trust, Inc.",52231200,1.94804495,55.87100197,57032838,1.74148328,60.95944727,50718383,88.92838719,-6.50119365,66.76948929,66870050.00000001,74.84274936,-69.66932725,-64.33378197,0.106,-55.3604138,-6.30329635,9863660,17.2947031,7.53555384,-0.03604319,0.07895195,0.30373281,877658693,104984614,-27.32294409,16.7743077,28.35152619,2.47524752,4.30766163,4.05169261,0.086,1.05533594,4.88961562,1.063253,,Finance
KSS,Kohl's Corporation,110689000,9.07308877,-6.86975763,18098000000,9.80538922,-18.51075719,5833000000,32.23008067,19.61414791,-56.3417388,1033000000,1.35926622,314.35368755,-102.49771214,-0.1583,314.28571429,-102.02558635,-19000000,-0.10498398,-4.7097117,0.57104011,-0.8559732,11.51068534,7992000000,2307307746.1494665,,-132.65306122,-3.005857,2.93111871,4.57682204,5.47491513,0.354694,-0.68382812,-2.51238072,-0.92165899,0.14409222,Retail Trade
VABK,Virginia National Bankshares Corporation,5365980,9.28349244,19.15487682,69988000,,,,,,,,40.5555238,-2.41344101,104.19599981,4.3798,-2.41754447,132.7276338,23438000,33.48859805,-17.68724419,0.79922216,213.89567768,-8.48687351,89906000,144988836.34603888,-48.85256209,88.06489976,31.63256558,3.47454478,4.89760032,3.99661025,,1.45814334,17.5460411,16.44398976,,Finance
MTEM,"Molecular Templates, Inc.",5374170,-81.2580196,-48.95211515,19754000,-85.95108146,-62.64024752,11954000,60.51432621,-170.67827349,-10.49009186,-36584000,-449.88863015,-200.21130664,-9.6407159,-24.6878,-200.2120793,-11.69632209,-92718000,-469.36316695,-49.28936068,-54.76466467,-73.41573436,6.12660246,13378000,33857257.0673077,50.84476756,-164.74903252,-464.06803685,10.34600017,6.91007265,6.11283044,-1.95,-52.95828302,-538.16464082,-128.84273243,0.43891302,Health Technology
ATRC,"AtriCure, Inc.",47349900,7.94061651,20.43167146,330379000,10.72849775,19.46954241,245940000,74.44177747,92.86617759,15.99555001,-17423000,-12.91516713,21.28113879,-193.1676449,-1.0159,20.9697344,-192.56359688,-46466000,-14.06445325,-4.85347271,1.89864517,-0.51977401,-5.85879149,74834000,1699861450.382452,98.96099985,-65.81821272,-11.8112834,3.92550143,4.07408779,5.44435029,-0.302572,-4.74559058,-6.10053833,-5.33308478,2.55658871,Health Technology
OESX,"Orion Energy Systems, Inc.",32502600,-18.56766378,-37.78651423,77383000,-33.1153765,-48.29632692,17511000,22.6290012,-229.99424295,-226.21210672,-11702000,-19.66840262,-29.54545455,-656.62898253,-1.0832,-29.73025801,-663.79904778,-34341000,-44.37796415,-17.55186196,-10.3843306,1.10505959,312.13402733,12809000,34452711.58095239,-368.78216123,-357.63779528,-3.75534678,5.71428571,6.74900349,9.11639405,-0.136667,-52.70299212,-85.35687512,-73.83040087,1.13209661,Electronic Technology
BFI,BurgerFi International Inc,26800100,-5.02777413,159.51471677,178720000.000002,158.48946136,765.90361446,7186999.99999979,4.02137422,,37.79305681,-1247000,-12.67737243,37.90883338,35.22198614,-4.6646,34.42246749,14.86657777,-103432000.000001,-57.87376902,-12.88528543,-1.08619908,-0.44895898,97.38890367,106434000,28408104.99047619,66.91816431,98.07522612,-0.19527753,8.57061232,6.5050453,5.59794474,-0.17,-15.52594149,-31.67435261,-18.90671782,0.43855352,Consumer Services
FGBI,"First Guaranty Bancshares, Inc.",11431100,5.77063052,19.98337097,147192000,,,,,,,,25.15625849,-28.74118084,2.48138958,2.478,-22.83737024,5.8138257,28884000,19.6233491,9.49324559,-0.05404911,60.27033951,269.43487458,212714000,121741033.29383886,52.17838765,40.73860832,23.24990489,1.61904762,2.56949533,2.34997788,0.16,0.62362378,8.30180084,5.86062584,,Finance
VHI,"Valhi, Inc.",28288500,2.922671,-3.21808047,2222500000,21.07208872,-15.47742158,490400000,22.06524184,,-25.24420024,63500000,8.38695163,-4.13030832,-29.08899444,3.1649,-4.08163265,-29.08805031,90200000,4.05849269,-5.64022361,-2.48335234,-1.71703297,-13.65055762,572400000,362092709.14826506,,-108.30581661,-1.47131609,3.72469636,5.04445157,3.32883419,0.013,0.24441529,0.74581848,0.45521489,2.09751143,Process Industries
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13621174,0.94830813,0.858817,,,,,,Miscellaneous
SMID,Smith-Midland Corporation,5256410,14.45257748,-1.00904388,50131000,-17.54385965,-34.33425798,9469000,18.8885121,-161.57407407,-57.61964023,1660000,1.70353673,-1085.43046358,-89.47404796,0.1523,-1077.5,-89.4319683,800000,1.59581895,0.75496234,-1.38409529,-2.7972028,48.63312658,6116000,105691747.51397587,,-341.63341314,-18.11852945,3.19877049,4.29393968,3.66122045,,-1.25170461,-2.12400772,-1.8030441,1.82400431,Non-Energy Minerals
ELV,"Elevance Health, Inc.",235648000,3.55686237,12.95162256,156595000000,,,,,,,,5.52955075,-6.09310789,0.33195054,24.8147,-6.83760684,-1.29423329,6025000000,3.84750471,5.45044121,0.11738811,-1.33479959,4.23672382,26019000000,110766843678.75612,-74.05966278,-0.4122578,4.62786168,4.13743984,2.37214439,3.81596664,5.960131,6.10250184,17.31764324,10.55014157,,Health Services
CONN,"Conn's, Inc.",24339400,7.84903539,-15.56598582,1342527000,11.91770897,-17.24390218,632293000,47.09722784,31.55290351,-71.81654405,24273000,-1.12563844,5.48431105,-168.16669439,-2.4585,5.26568683,-154.79598909,-59292000,-4.41644749,-1.95110557,1.55688058,3.63822139,12.48024528,1058936999.9999998,79103092.39130434,-465.92532958,-109.51627985,-0.93242073,2.83018868,4.91387598,4.81631968,-1.526667,-7.89924941,-27.32969108,-9.37665139,2.33778951,Retail Trade
